MIP: protfold.mps
LP relaxation result: -41.9574


clique constraint 1 -> einsatz_1: x#49#1  + x#48#1  + x#47#1  + x#46#1  + x#45#1  + x#44#1  + x#43#1  + x#42#1  + x#41#1  + x#40#1  + x#39#1  + x#38#1  + x#37#1  + x#36#1  + x#35#1  + x#34#1  + x#33#1  + x#32#1  + x#31#1  + x#30#1  + x#29#1  + x#28#1  + x#27#1  + x#26#1  + x#25#1  + x#24#1  + x#23#1  + x#22#1  + x#21#1  + x#20#1  + x#19#1  + x#18#1  + x#17#1  + x#16#1  + x#15#1  + x#14#1  + x#13#1  + x#12#1  + x#11#1  + x#10#1  + x#9#1  + x#8#1  + x#7#1  + x#6#1  + x#5#1  + x#4#1  + x#3#1  + x#2#1  + x#1#1  == 1 
Var    setTo0      setTo1
x#21#1[0..1]  -41.9574 -40.381
x#20#1[0..1]  -41.9574 -40.381
x#19#1[0..1]  -41.9574 -40.381
x#18#1[0..1]  -41.9574 -40.381
x#17#1[0..1]  -41.9574 -40.381
x#16#1[0..1]  -41.9574 -40.381
x#15#1[0..1]  -41.9574 -40.381
x#14#1[0..1]  -41.9574 -40.3636
x#13#1[0..1]  -41.9574 -40.381
x#12#1[0..1]  -41.9574 -40.381
x#11#1[0..1]  -41.9574 -40.381
x#10#1[0..1]  -41.9574 -40.381
x#9#1[0..1]  -41.9574 -40.381
x#8#1[0..1]  -41.9574 -40.381
x#7#1[0..1]  -41.9574 -40.1778
x#6#1[0..1]  -41.9574 -40.3636
x#5#1[0..1]  -41.9574 -40.381
x#4#1[0..1]  -41.9574 -40.381
x#3#1[0..1]  -41.9574 -40.381
x#2#1[0..1]  -41.9574 -40.381
x#1#1[0..1]  -41.9574 -40.381

clique constraint 2 -> einsatz_2: x#49#2  + x#48#2  + x#47#2  + x#46#2  + x#45#2  + x#44#2  + x#43#2  + x#42#2  + x#41#2  + x#40#2  + x#39#2  + x#38#2  + x#37#2  + x#36#2  + x#35#2  + x#34#2  + x#33#2  + x#32#2  + x#31#2  + x#30#2  + x#29#2  + x#28#2  + x#27#2  + x#26#2  + x#25#2  + x#24#2  + x#23#2  + x#22#2  + x#21#2  + x#20#2  + x#19#2  + x#18#2  + x#17#2  + x#16#2  + x#15#2  + x#14#2  + x#13#2  + x#12#2  + x#11#2  + x#10#2  + x#9#2  + x#8#2  + x#7#2  + x#6#2  + x#5#2  + x#4#2  + x#3#2  + x#2#2  + x#1#2  == 1 
Var    setTo0      setTo1
x#49#2[0..1]  -41.9574 -40.1795
x#48#2[0..1]  -41.9574 -40.5789
x#47#2[0..1]  -41.9574 -40.5789
x#46#2[0..1]  -41.9574 -40.5789
x#45#2[0..1]  -41.9574 -40.5
x#44#2[0..1]  -41.9574 -40.2805
x#43#2[0..1]  -41.9574 -39.3721
x#42#2[0..1]  -41.9574 -40.5789
x#41#2[0..1]  -41.9574 -40.75
x#40#2[0..1]  -41.9574 -40.6757
x#39#2[0..1]  -41.9574 -40.6667
x#38#2[0..1]  -41.9574 -40.8065
x#37#2[0..1]  -41.9574 -40.8947
x#36#2[0..1]  -41.9574 -40.2805
x#35#2[0..1]  -41.9574 -40.5789
x#34#2[0..1]  -41.9574 -40.6757
x#33#2[0..1]  -41.9574 -40.6522
x#32#2[0..1]  -41.9574 -40.6522
x#31#2[0..1]  -41.9574 -40.6522
x#30#2[0..1]  -41.9574 -40.8065
x#29#2[0..1]  -41.9574 -40.5
x#28#2[0..1]  -41.9574 -40.5789
x#27#2[0..1]  -41.9574 -40.6667
x#26#2[0..1]  -41.9574 -40.6522
x#25#2[0..1]  -41.9574 -40.6522
x#24#2[0..1]  -41.9574 -40.6522
x#23#2[0..1]  -41.9574 -40.6667
x#22#2[0..1]  -41.9574 -40.5789
x#21#2[0..1]  -41.9574 -40.5
x#20#2[0..1]  -41.9574 -40.8065
x#19#2[0..1]  -41.9574 -40.6522
x#18#2[0..1]  -41.9574 -40.6522
x#17#2[0..1]  -41.9574 -40.6522
x#16#2[0..1]  -41.9574 -40.6757
x#15#2[0..1]  -41.9574 -40.5789
x#14#2[0..1]  -41.9574 -40.2805
x#13#2[0..1]  -41.9574 -40.8947
x#12#2[0..1]  -41.9574 -40.8065
x#11#2[0..1]  -41.9574 -40.6667
x#10#2[0..1]  -41.9574 -40.6757
x#9#2[0..1]  -41.9574 -40.75
x#8#2[0..1]  -41.9574 -40.5789
x#7#2[0..1]  -41.9574 -39.3721
x#6#2[0..1]  -41.9574 -40.2805
x#5#2[0..1]  -41.9574 -40.5
x#4#2[0..1]  -41.9574 -40.5789
x#3#2[0..1]  -41.9574 -40.5789
x#2#2[0..1]  -41.9574 -40.5789
x#1#2[0..1]  -41.9574 -40.1795

clique constraint 3 -> einsatz_3: x#49#3  + x#48#3  + x#47#3  + x#46#3  + x#45#3  + x#44#3  + x#43#3  + x#42#3  + x#41#3  + x#40#3  + x#39#3  + x#38#3  + x#37#3  + x#36#3  + x#35#3  + x#34#3  + x#33#3  + x#32#3  + x#31#3  + x#30#3  + x#29#3  + x#28#3  + x#27#3  + x#26#3  + x#25#3  + x#24#3  + x#23#3  + x#22#3  + x#21#3  + x#20#3  + x#19#3  + x#18#3  + x#17#3  + x#16#3  + x#15#3  + x#14#3  + x#13#3  + x#12#3  + x#11#3  + x#10#3  + x#9#3  + x#8#3  + x#7#3  + x#6#3  + x#5#3  + x#4#3  + x#3#3  + x#2#3  + x#1#3  == 1 
Var    setTo0      setTo1
x#49#3[0..1]  -41.9574 -40.2791
x#48#3[0..1]  -41.9574 -40.381
x#47#3[0..1]  -41.9574 -40.381
x#46#3[0..1]  -41.9574 -40.381
x#45#3[0..1]  -41.9574 -40.381
x#44#3[0..1]  -41.9574 -40.3636
x#43#3[0..1]  -41.9574 -39.4667
x#42#3[0..1]  -41.9574 -40.381
x#41#3[0..1]  -41.9574 -40.381
x#40#3[0..1]  -41.9574 -40.381
x#39#3[0..1]  -41.9574 -40.381
x#38#3[0..1]  -41.9574 -40.381
x#37#3[0..1]  -41.9574 -40.381
x#36#3[0..1]  -41.9574 -40.3636
x#35#3[0..1]  -41.9574 -40.381
x#34#3[0..1]  -41.9574 -40.381
x#33#3[0..1]  -41.9574 -40.381
x#32#3[0..1]  -41.9574 -40.381
x#31#3[0..1]  -41.9574 -40.381
x#30#3[0..1]  -41.9574 -40.381
x#29#3[0..1]  -41.9574 -40.381
x#28#3[0..1]  -41.9574 -40.381
x#27#3[0..1]  -41.9574 -40.381
x#26#3[0..1]  -41.9574 -40.381
x#25#3[0..1]  -41.9574 -40.381
x#24#3[0..1]  -41.9574 -40.381
x#23#3[0..1]  -41.9574 -40.381
x#22#3[0..1]  -41.9574 -40.381
x#21#3[0..1]  -41.9574 -40.381
x#20#3[0..1]  -41.9574 -40.381
x#19#3[0..1]  -41.9574 -40.381
x#18#3[0..1]  -41.9574 -40.381
x#17#3[0..1]  -41.9574 -40.381
x#16#3[0..1]  -41.9574 -40.381
x#15#3[0..1]  -41.9574 -40.381
x#14#3[0..1]  -41.9574 -40.3636
x#13#3[0..1]  -41.9574 -40.381
x#12#3[0..1]  -41.9574 -40.381
x#11#3[0..1]  -41.9574 -40.381
x#10#3[0..1]  -41.9574 -40.381
x#9#3[0..1]  -41.9574 -40.381
x#8#3[0..1]  -41.9574 -40.381
x#7#3[0..1]  -41.9574 -39.4667
x#6#3[0..1]  -41.9574 -40.3636
x#5#3[0..1]  -41.9574 -40.381
x#4#3[0..1]  -41.9574 -40.381
x#3#3[0..1]  -41.9574 -40.381
x#2#3[0..1]  -41.9574 -40.381
x#1#3[0..1]  -41.9574 -40.2791

clique constraint 4 -> einsatz_4: x#49#4  + x#48#4  + x#47#4  + x#46#4  + x#45#4  + x#44#4  + x#43#4  + x#42#4  + x#41#4  + x#40#4  + x#39#4  + x#38#4  + x#37#4  + x#36#4  + x#35#4  + x#34#4  + x#33#4  + x#32#4  + x#31#4  + x#30#4  + x#29#4  + x#28#4  + x#27#4  + x#26#4  + x#25#4  + x#24#4  + x#23#4  + x#22#4  + x#21#4  + x#20#4  + x#19#4  + x#18#4  + x#17#4  + x#16#4  + x#15#4  + x#14#4  + x#13#4  + x#12#4  + x#11#4  + x#10#4  + x#9#4  + x#8#4  + x#7#4  + x#6#4  + x#5#4  + x#4#4  + x#3#4  + x#2#4  + x#1#4  == 1 
Var    setTo0      setTo1
x#49#4[0..1]  -41.9574 -41.7609
x#48#4[0..1]  -41.9574 -41.5556
x#47#4[0..1]  -41.9574 -41.3913
x#46#4[0..1]  -41.9574 -41.5116
x#45#4[0..1]  -41.9574 -41.7273
x#44#4[0..1]  -41.9574 -41.814
x#43#4[0..1]  -41.9574 -41.4302
x#42#4[0..1]  -41.9574 -41.5556
x#41#4[0..1]  -41.9574 -41.1163
x#40#4[0..1]  -41.9574 -40.7209
x#39#4[0..1]  -41.9574 -40.7105
x#38#4[0..1]  -41.9574 -41.225
x#37#4[0..1]  -41.9574 -41.6
x#36#4[0..1]  -41.9574 -41.814
x#35#4[0..1]  -41.9574 -41.3913
x#34#4[0..1]  -41.9574 -40.7209
x#33#4[0..1]  -41.9574 -40.6522
x#32#4[0..1]  -41.9574 -40.6522
x#31#4[0..1]  -41.9574 -40.6522
x#30#4[0..1]  -41.9574 -41.225
x#29#4[0..1]  -41.9574 -41.7273
x#28#4[0..1]  -41.9574 -41.5116
x#27#4[0..1]  -41.9574 -40.7105
x#26#4[0..1]  -41.9574 -40.6522
x#25#4[0..1]  -41.9574 -40.6522
x#24#4[0..1]  -41.9574 -40.6522
x#23#4[0..1]  -41.9574 -40.7105
x#22#4[0..1]  -41.9574 -41.5116
x#21#4[0..1]  -41.9574 -41.7273
x#20#4[0..1]  -41.9574 -41.225
x#19#4[0..1]  -41.9574 -40.6522
x#18#4[0..1]  -41.9574 -40.6522
x#17#4[0..1]  -41.9574 -40.6522
x#16#4[0..1]  -41.9574 -40.7209
x#15#4[0..1]  -41.9574 -41.3913
x#14#4[0..1]  -41.9574 -41.814
x#13#4[0..1]  -41.9574 -41.6
x#12#4[0..1]  -41.9574 -41.225
x#11#4[0..1]  -41.9574 -40.7105
x#10#4[0..1]  -41.9574 -40.7209
x#9#4[0..1]  -41.9574 -41.1163
x#8#4[0..1]  -41.9574 -41.5556
x#7#4[0..1]  -41.9574 -41.4302
x#6#4[0..1]  -41.9574 -41.814
x#5#4[0..1]  -41.9574 -41.7273
x#4#4[0..1]  -41.9574 -41.5116
x#3#4[0..1]  -41.9574 -41.3913
x#2#4[0..1]  -41.9574 -41.5556
x#1#4[0..1]  -41.9574 -41.7609

clique constraint 5 -> einsatz_5: x#49#5  + x#48#5  + x#47#5  + x#46#5  + x#45#5  + x#44#5  + x#43#5  + x#42#5  + x#41#5  + x#40#5  + x#39#5  + x#38#5  + x#37#5  + x#36#5  + x#35#5  + x#34#5  + x#33#5  + x#32#5  + x#31#5  + x#30#5  + x#29#5  + x#28#5  + x#27#5  + x#26#5  + x#25#5  + x#24#5  + x#23#5  + x#22#5  + x#21#5  + x#20#5  + x#19#5  + x#18#5  + x#17#5  + x#16#5  + x#15#5  + x#14#5  + x#13#5  + x#12#5  + x#11#5  + x#10#5  + x#9#5  + x#8#5  + x#7#5  + x#6#5  + x#5#5  + x#4#5  + x#3#5  + x#2#5  + x#1#5  == 1 
Var    setTo0      setTo1
x#49#5[0..1]  -41.9574 -41.7609
x#48#5[0..1]  -41.9574 -41.5556
x#47#5[0..1]  -41.9574 -41.3913
x#46#5[0..1]  -41.9574 -41.5116
x#45#5[0..1]  -41.9574 -41.7273
x#44#5[0..1]  -41.9574 -41.814
x#43#5[0..1]  -41.9574 -41.4302
x#42#5[0..1]  -41.9574 -41.5556
x#41#5[0..1]  -41.9574 -41.1163
x#40#5[0..1]  -41.9574 -40.7209
x#39#5[0..1]  -41.9574 -40.7105
x#38#5[0..1]  -41.9574 -41.225
x#37#5[0..1]  -41.9574 -41.6
x#36#5[0..1]  -41.9574 -41.814
x#35#5[0..1]  -41.9574 -41.3913
x#34#5[0..1]  -41.9574 -40.7209
x#33#5[0..1]  -41.9574 -40.6522
x#32#5[0..1]  -41.9574 -40.6522
x#31#5[0..1]  -41.9574 -40.6522
x#30#5[0..1]  -41.9574 -41.225
x#29#5[0..1]  -41.9574 -41.7273
x#28#5[0..1]  -41.9574 -41.5116
x#27#5[0..1]  -41.9574 -40.7105
x#26#5[0..1]  -41.9574 -40.6522
x#25#5[0..1]  -41.9574 -40.6522
x#24#5[0..1]  -41.9574 -40.6522
x#23#5[0..1]  -41.9574 -40.7105
x#22#5[0..1]  -41.9574 -41.5116
x#21#5[0..1]  -41.9574 -41.7273
x#20#5[0..1]  -41.9574 -41.225
x#19#5[0..1]  -41.9574 -40.6522
x#18#5[0..1]  -41.9574 -40.6522
x#17#5[0..1]  -41.9574 -40.6522
x#16#5[0..1]  -41.9574 -40.7209
x#15#5[0..1]  -41.9574 -41.3913
x#14#5[0..1]  -41.9574 -41.814
x#13#5[0..1]  -41.9574 -41.6
x#12#5[0..1]  -41.9574 -41.225
x#11#5[0..1]  -41.9574 -40.7105
x#10#5[0..1]  -41.9574 -40.7209
x#9#5[0..1]  -41.9574 -41.1163
x#8#5[0..1]  -41.9574 -41.5556
x#7#5[0..1]  -41.9574 -41.4302
x#6#5[0..1]  -41.9574 -41.814
x#5#5[0..1]  -41.9574 -41.7273
x#4#5[0..1]  -41.9574 -41.5116
x#3#5[0..1]  -41.9574 -41.3913
x#2#5[0..1]  -41.9574 -41.5556
x#1#5[0..1]  -41.9574 -41.7609

clique constraint 6 -> einsatz_6: x#49#6  + x#48#6  + x#47#6  + x#46#6  + x#45#6  + x#44#6  + x#43#6  + x#42#6  + x#41#6  + x#40#6  + x#39#6  + x#38#6  + x#37#6  + x#36#6  + x#35#6  + x#34#6  + x#33#6  + x#32#6  + x#31#6  + x#30#6  + x#29#6  + x#28#6  + x#27#6  + x#26#6  + x#25#6  + x#24#6  + x#23#6  + x#22#6  + x#21#6  + x#20#6  + x#19#6  + x#18#6  + x#17#6  + x#16#6  + x#15#6  + x#14#6  + x#13#6  + x#12#6  + x#11#6  + x#10#6  + x#9#6  + x#8#6  + x#7#6  + x#6#6  + x#5#6  + x#4#6  + x#3#6  + x#2#6  + x#1#6  == 1 
Var    setTo0      setTo1
x#49#6[0..1]  -41.9574 -40.2791
x#48#6[0..1]  -41.9574 -40.381
x#47#6[0..1]  -41.9574 -40.381
x#46#6[0..1]  -41.9574 -40.381
x#45#6[0..1]  -41.9574 -40.381
x#44#6[0..1]  -41.9574 -40.3636
x#43#6[0..1]  -41.9574 -39.4667
x#42#6[0..1]  -41.9574 -40.381
x#41#6[0..1]  -41.9574 -40.381
x#40#6[0..1]  -41.9574 -40.381
x#39#6[0..1]  -41.9574 -40.381
x#38#6[0..1]  -41.9574 -40.381
x#37#6[0..1]  -41.9574 -40.381
x#36#6[0..1]  -41.9574 -40.3636
x#35#6[0..1]  -41.9574 -40.381
x#34#6[0..1]  -41.9574 -40.381
x#33#6[0..1]  -41.9574 -40.381
x#32#6[0..1]  -41.9574 -40.381
x#31#6[0..1]  -41.9574 -40.381
x#30#6[0..1]  -41.9574 -40.381
x#29#6[0..1]  -41.9574 -40.381
x#28#6[0..1]  -41.9574 -40.381
x#27#6[0..1]  -41.9574 -40.381
x#26#6[0..1]  -41.9574 -40.381
x#25#6[0..1]  -41.9574 -40.381
x#24#6[0..1]  -41.9574 -40.381
x#23#6[0..1]  -41.9574 -40.381
x#22#6[0..1]  -41.9574 -40.381
x#21#6[0..1]  -41.9574 -40.381
x#20#6[0..1]  -41.9574 -40.381
x#19#6[0..1]  -41.9574 -40.381
x#18#6[0..1]  -41.9574 -40.381
x#17#6[0..1]  -41.9574 -40.381
x#16#6[0..1]  -41.9574 -40.381
x#15#6[0..1]  -41.9574 -40.381
x#14#6[0..1]  -41.9574 -40.3636
x#13#6[0..1]  -41.9574 -40.381
x#12#6[0..1]  -41.9574 -40.381
x#11#6[0..1]  -41.9574 -40.381
x#10#6[0..1]  -41.9574 -40.381
x#9#6[0..1]  -41.9574 -40.381
x#8#6[0..1]  -41.9574 -40.381
x#7#6[0..1]  -41.9574 -39.4667
x#6#6[0..1]  -41.9574 -40.3636
x#5#6[0..1]  -41.9574 -40.381
x#4#6[0..1]  -41.9574 -40.381
x#3#6[0..1]  -41.9574 -40.381
x#2#6[0..1]  -41.9574 -40.381
x#1#6[0..1]  -41.9574 -40.2791

clique constraint 7 -> einsatz_7: x#49#7  + x#48#7  + x#47#7  + x#46#7  + x#45#7  + x#44#7  + x#43#7  + x#42#7  + x#41#7  + x#40#7  + x#39#7  + x#38#7  + x#37#7  + x#36#7  + x#35#7  + x#34#7  + x#33#7  + x#32#7  + x#31#7  + x#30#7  + x#29#7  + x#28#7  + x#27#7  + x#26#7  + x#25#7  + x#24#7  + x#23#7  + x#22#7  + x#21#7  + x#20#7  + x#19#7  + x#18#7  + x#17#7  + x#16#7  + x#15#7  + x#14#7  + x#13#7  + x#12#7  + x#11#7  + x#10#7  + x#9#7  + x#8#7  + x#7#7  + x#6#7  + x#5#7  + x#4#7  + x#3#7  + x#2#7  + x#1#7  == 1 
Var    setTo0      setTo1
x#49#7[0..1]  -41.9574 -40.1795
x#48#7[0..1]  -41.9574 -40.5789
x#47#7[0..1]  -41.9574 -40.5789
x#46#7[0..1]  -41.9574 -40.5789
x#45#7[0..1]  -41.9574 -40.5
x#44#7[0..1]  -41.9574 -40.2805
x#43#7[0..1]  -41.9574 -39.3721
x#42#7[0..1]  -41.9574 -40.5789
x#41#7[0..1]  -41.9574 -40.75
x#40#7[0..1]  -41.9574 -40.6757
x#39#7[0..1]  -41.9574 -40.6667
x#38#7[0..1]  -41.9574 -40.8065
x#37#7[0..1]  -41.9574 -40.8947
x#36#7[0..1]  -41.9574 -40.2805
x#35#7[0..1]  -41.9574 -40.5789
x#34#7[0..1]  -41.9574 -40.6757
x#33#7[0..1]  -41.9574 -40.6522
x#32#7[0..1]  -41.9574 -40.6522
x#31#7[0..1]  -41.9574 -40.6522
x#30#7[0..1]  -41.9574 -40.8065
x#29#7[0..1]  -41.9574 -40.5
x#28#7[0..1]  -41.9574 -40.5789
x#27#7[0..1]  -41.9574 -40.6667
x#26#7[0..1]  -41.9574 -40.6522
x#25#7[0..1]  -41.9574 -40.6522
x#24#7[0..1]  -41.9574 -40.6522
x#23#7[0..1]  -41.9574 -40.6667
x#22#7[0..1]  -41.9574 -40.5789
x#21#7[0..1]  -41.9574 -40.5
x#20#7[0..1]  -41.9574 -40.8065
x#19#7[0..1]  -41.9574 -40.6522
x#18#7[0..1]  -41.9574 -40.6522
x#17#7[0..1]  -41.9574 -40.6522
x#16#7[0..1]  -41.9574 -40.6757
x#15#7[0..1]  -41.9574 -40.5789
x#14#7[0..1]  -41.9574 -40.2805
x#13#7[0..1]  -41.9574 -40.8947
x#12#7[0..1]  -41.9574 -40.8065
x#11#7[0..1]  -41.9574 -40.6667
x#10#7[0..1]  -41.9574 -40.6757
x#9#7[0..1]  -41.9574 -40.75
x#8#7[0..1]  -41.9574 -40.5789
x#7#7[0..1]  -41.9574 -39.3721
x#6#7[0..1]  -41.9574 -40.2805
x#5#7[0..1]  -41.9574 -40.5
x#4#7[0..1]  -41.9574 -40.5789
x#3#7[0..1]  -41.9574 -40.5789
x#2#7[0..1]  -41.9574 -40.5789
x#1#7[0..1]  -41.9574 -40.1795

clique constraint 8 -> einsatz_8: x#49#8  + x#48#8  + x#47#8  + x#46#8  + x#45#8  + x#44#8  + x#43#8  + x#42#8  + x#41#8  + x#40#8  + x#39#8  + x#38#8  + x#37#8  + x#36#8  + x#35#8  + x#34#8  + x#33#8  + x#32#8  + x#31#8  + x#30#8  + x#29#8  + x#28#8  + x#27#8  + x#26#8  + x#25#8  + x#24#8  + x#23#8  + x#22#8  + x#21#8  + x#20#8  + x#19#8  + x#18#8  + x#17#8  + x#16#8  + x#15#8  + x#14#8  + x#13#8  + x#12#8  + x#11#8  + x#10#8  + x#9#8  + x#8#8  + x#7#8  + x#6#8  + x#5#8  + x#4#8  + x#3#8  + x#2#8  + x#1#8  == 1 
Var    setTo0      setTo1
x#49#8[0..1]  -41.9574 -40.381
x#48#8[0..1]  -41.9574 -40.381
x#47#8[0..1]  -41.9574 -40.381
x#46#8[0..1]  -41.9574 -40.381
x#45#8[0..1]  -41.9574 -40.381
x#44#8[0..1]  -41.9574 -40.3636
x#43#8[0..1]  -41.9574 -39.8721
x#42#8[0..1]  -41.9574 -40.381
x#41#8[0..1]  -41.9574 -40.381
x#40#8[0..1]  -41.9574 -40.381
x#39#8[0..1]  -41.9574 -40.381
x#38#8[0..1]  -41.9574 -40.381
x#37#8[0..1]  -41.9574 -40.381
x#36#8[0..1]  -41.9574 -40.3636
x#35#8[0..1]  -41.9574 -40.381
x#34#8[0..1]  -41.9574 -40.381
x#33#8[0..1]  -41.9574 -40.381
x#32#8[0..1]  -41.9574 -40.381
x#31#8[0..1]  -41.9574 -40.381
x#30#8[0..1]  -41.9574 -40.381
x#29#8[0..1]  -41.9574 -40.381
x#28#8[0..1]  -41.9574 -40.381
x#27#8[0..1]  -41.9574 -40.381
x#26#8[0..1]  -41.9574 -40.381
x#25#8[0..1]  -41.9574 -40.381
x#24#8[0..1]  -41.9574 -40.381
x#23#8[0..1]  -41.9574 -40.381
x#22#8[0..1]  -41.9574 -40.381
x#21#8[0..1]  -41.9574 -40.381
x#20#8[0..1]  -41.9574 -40.381
x#19#8[0..1]  -41.9574 -40.381
x#18#8[0..1]  -41.9574 -40.381
x#17#8[0..1]  -41.9574 -40.381
x#16#8[0..1]  -41.9574 -40.381
x#15#8[0..1]  -41.9574 -40.381
x#14#8[0..1]  -41.9574 -40.3636
x#13#8[0..1]  -41.9574 -40.381
x#12#8[0..1]  -41.9574 -40.381
x#11#8[0..1]  -41.9574 -40.381
x#10#8[0..1]  -41.9574 -40.381
x#9#8[0..1]  -41.9574 -40.381
x#8#8[0..1]  -41.9574 -40.381
x#7#8[0..1]  -41.9574 -39.8721
x#6#8[0..1]  -41.9574 -40.3636
x#5#8[0..1]  -41.9574 -40.381
x#4#8[0..1]  -41.9574 -40.381
x#3#8[0..1]  -41.9574 -40.381
x#2#8[0..1]  -41.9574 -40.381
x#1#8[0..1]  -41.9574 -40.381

clique constraint 9 -> einsatz_9: x#49#9  + x#48#9  + x#47#9  + x#46#9  + x#45#9  + x#44#9  + x#43#9  + x#42#9  + x#41#9  + x#40#9  + x#39#9  + x#38#9  + x#37#9  + x#36#9  + x#35#9  + x#34#9  + x#33#9  + x#32#9  + x#31#9  + x#30#9  + x#29#9  + x#28#9  + x#27#9  + x#26#9  + x#25#9  + x#24#9  + x#23#9  + x#22#9  + x#21#9  + x#20#9  + x#19#9  + x#18#9  + x#17#9  + x#16#9  + x#15#9  + x#14#9  + x#13#9  + x#12#9  + x#11#9  + x#10#9  + x#9#9  + x#8#9  + x#7#9  + x#6#9  + x#5#9  + x#4#9  + x#3#9  + x#2#9  + x#1#9  == 1 
Var    setTo0      setTo1
x#49#9[0..1]  -41.9574 -40.381
x#48#9[0..1]  -41.9574 -40.381
x#47#9[0..1]  -41.9574 -40.381
x#46#9[0..1]  -41.9574 -40.381
x#45#9[0..1]  -41.9574 -40.381
x#44#9[0..1]  -41.9574 -40.3636
x#43#9[0..1]  -41.9574 -39.8721
x#42#9[0..1]  -41.9574 -40.381
x#41#9[0..1]  -41.9574 -40.381
x#40#9[0..1]  -41.9574 -40.381
x#39#9[0..1]  -41.9574 -40.381
x#38#9[0..1]  -41.9574 -40.381
x#37#9[0..1]  -41.9574 -40.381
x#36#9[0..1]  -41.9574 -40.3636
x#35#9[0..1]  -41.9574 -40.381
x#34#9[0..1]  -41.9574 -40.381
x#33#9[0..1]  -41.9574 -40.381
x#32#9[0..1]  -41.9574 -40.381
x#31#9[0..1]  -41.9574 -40.381
x#30#9[0..1]  -41.9574 -40.381
x#29#9[0..1]  -41.9574 -40.381
x#28#9[0..1]  -41.9574 -40.381
x#27#9[0..1]  -41.9574 -40.381
x#26#9[0..1]  -41.9574 -40.381
x#25#9[0..1]  -41.9574 -40.381
x#24#9[0..1]  -41.9574 -40.381
x#23#9[0..1]  -41.9574 -40.381
x#22#9[0..1]  -41.9574 -40.381
x#21#9[0..1]  -41.9574 -40.381
x#20#9[0..1]  -41.9574 -40.381
x#19#9[0..1]  -41.9574 -40.381
x#18#9[0..1]  -41.9574 -40.381
x#17#9[0..1]  -41.9574 -40.381
x#16#9[0..1]  -41.9574 -40.381
x#15#9[0..1]  -41.9574 -40.381
x#14#9[0..1]  -41.9574 -40.3636
x#13#9[0..1]  -41.9574 -40.381
x#12#9[0..1]  -41.9574 -40.381
x#11#9[0..1]  -41.9574 -40.381
x#10#9[0..1]  -41.9574 -40.381
x#9#9[0..1]  -41.9574 -40.381
x#8#9[0..1]  -41.9574 -40.381
x#7#9[0..1]  -41.9574 -39.8721
x#6#9[0..1]  -41.9574 -40.3636
x#5#9[0..1]  -41.9574 -40.381
x#4#9[0..1]  -41.9574 -40.381
x#3#9[0..1]  -41.9574 -40.381
x#2#9[0..1]  -41.9574 -40.381
x#1#9[0..1]  -41.9574 -40.381

