MIP: aflow40b.mps
LP relaxation result: 1005.66


clique constraint 1 -> c1: x1  + x69  + x105  + x142  + x175  + x206  + x242  + x274  + x311  + x341  + x378  + x408  + x442  + x477  + x508  + x541  + x572  + x606  + x679  + x714  + x746  + x779  + x817  + x852  + x884  + x919  + x950  + x983  + x1018  + x1053  + x1087  + x1121  + x1156  + x1190  + x1259  + x1296  + x1329  == 1 
Var    setTo0      setTo1
x1308[0..1]  1005.66 1335.91
x1342[0..1]  1005.66 1070.93

clique constraint 15 -> c15: x14  + x81  + x118  + x153  + x188  + x219  + x287  + x322  + x354  + x387  + x421  + x455  + x486  + x552  + x583  + x620  + x655  + x692  + x759  + x793  + x830  + x864  + x898  + x932  + x961  + x996  + x1031  + x1066  + x1100  + x1133  + x1169  + x1204  + x1273  + x1309  + x1343  == 1 
Var    setTo0      setTo1
x14[0..1]  1005.66 1253.96
x81[0..1]  1005.66 1061.86
x118[0..1]  1005.66 1018.68
x153[0..1]  1005.66 1006.56
x188[0..1]  1005.66 1177.12
x219[0..1]  1005.66 1262.24
x287[0..1]  1005.66 1013.1
x322[0..1]  1005.66 1178.48
x354[0..1]  1005.66 1250.39
x387[0..1]  1005.66 1030.39
x421[0..1]  1005.66 1086.94
x455[0..1]  1005.66 1056.39
x486[0..1]  1005.66 1037.27
x552[0..1]  1005.66 1118.14
x583[0..1]  1005.66 1114.03
x620[0..1]  1006.14 1005.66
x655[0..1]  1005.66 1036.14
x692[0..1]  1005.66 1185.87
x759[0..1]  1005.66 1110.86
x793[0..1]  1005.66 1398.56
x830[0..1]  1005.66 1141.1
x864[0..1]  1005.66 1142.14
x898[0..1]  1005.66 1256.14
x932[0..1]  1005.66 1046.39
x961[0..1]  1005.66 1361.14
x996[0..1]  1005.66 1364.73
x1031[0..1]  1005.66 1129.27
x1066[0..1]  1005.66 1073.73
x1100[0..1]  1005.66 1139.68
x1133[0..1]  1005.66 1032.87
x1169[0..1]  1005.66 1050.24
x1204[0..1]  1005.66 1019.21
x1273[0..1]  1005.66 1032.48
x1309[0..1]  1005.66 1043.39
x1343[0..1]  1005.66 1244.56

clique constraint 16 -> c16: x15  + x49  + x82  + x119  + x154  + x189  + x220  + x252  + x288  + x323  + x355  + x422  + x456  + x487  + x519  + x584  + x621  + x656  + x693  + x760  + x794  + x899  + x933  + x962  + x997  + x1032  + x1067  + x1101  + x1134  + x1170  + x1205  + x1274  + x1310  + x1344  == 1 
Var    setTo0      setTo1
x15[0..1]  1005.66 1091.55
x49[0..1]  1005.66 1022.22
x82[0..1]  1005.66 1151.52
x119[0..1]  1005.66 1136.65
x154[0..1]  1005.66 1168.77
x189[0..1]  1005.66 1349.84
x220[0..1]  1005.66 1153.6
x252[0..1]  1005.66 1047.87
x288[0..1]  1005.66 1076.42
x323[0..1]  1005.66 1028.48
x355[0..1]  1005.66 1034.02
x422[0..1]  1005.66 1104.05
x456[0..1]  1005.66 1342.48
x487[0..1]  1005.66 1082.01
x519[0..1]  1005.66 1068.12
x584[0..1]  1005.66 1169.53
x621[0..1]  1005.66 1037.86
x656[0..1]  1005.66 1226.66
x693[0..1]  1005.66 1088.09
x760[0..1]  1005.66 1207.87
x794[0..1]  1005.66 1134.32
x899[0..1]  1013.42 1005.66
x933[0..1]  1005.66 1014.05
x962[0..1]  1005.66 1165.66
x997[0..1]  1005.66 1086.09
x1032[0..1]  1005.66 1161.01
x1067[0..1]  1005.66 1037.09
x1101[0..1]  1005.66 1227.62
x1134[0..1]  1005.66 1128.09
x1170[0..1]  1005.66 1127.6
x1205[0..1]  1005.66 1122.22
x1274[0..1]  1005.66 1395.48
x1310[0..1]  1005.66 1068.02
x1344[0..1]  1005.66 1240.77

clique constraint 17 -> c17: x16  + x83  + x120  + x155  + x190  + x221  + x253  + x289  + x356  + x388  + x423  + x457  + x488  + x622  + x657  + x694  + x727  + x761  + x795  + x831  + x865  + x900  + x934  + x998  + x1033  + x1068  + x1102  + x1135  + x1171  + x1206  + x1239  + x1275  + x1311  + x1345  == 1 
Var    setTo0      setTo1
x16[0..1]  1005.66 1168.78
x83[0..1]  1005.66 1130.11
x120[0..1]  1005.66 1035.68
x155[0..1]  1005.66 1301.36
x190[0..1]  1005.66 1061.06
x221[0..1]  1005.66 1050.36
x253[0..1]  1005.66 1053.97
x289[0..1]  1005.66 1010.86
x356[0..1]  1005.66 1095.5
x388[0..1]  1005.66 1057.49
x423[0..1]  1005.66 1069.31
x457[0..1]  1005.66 1034.58
x488[0..1]  1005.66 1017.66
x622[0..1]  1005.66 1030.48
x657[0..1]  1005.66 1082.15
x694[0..1]  1005.66 1175.31
x727[0..1]  1010.86 1026.43
x761[0..1]  1005.66 1095.34
x795[0..1]  1005.66 1295.81
x831[0..1]  1005.66 1026.25
